"Length","Count","Date","Year","Month","Day"
40,3,2008-03-20,2008,3,20
47,1,2008-03-20,2008,3,20
39,8,2008-03-20,2008,3,20
39,8,2008-03-20,2008,3,20
39,8,2008-03-20,2008,3,20
39,8,2008-03-20,2008,3,20
39,8,2008-03-20,2008,3,20
39,8,2008-03-20,2008,3,20
39,8,2008-03-20,2008,3,20
39,8,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
38,15,2008-03-20,2008,3,20
36,12,2008-03-20,2008,3,20
36,12,2008-03-20,2008,3,20
36,12,2008-03-20,2008,3,20
36,12,2008-03-20,2008,3,20
36,12,2008-03-20,2008,3,20
36,12,2008-03-20,2008,3,20
36,12,2008-03-20,2008,3,20
36,12,2008-03-20,2008,3,20
36,12,2008-03-20,2008,3,20
36,12,2008-03-20,2008,3,20
36,12,2008-03-20,2008,3,20
36,12,2008-03-20,2008,3,20
35,3,2008-03-20,2008,3,20
35,3,2008-03-20,2008,3,20
35,3,2008-03-20,2008,3,20
32,1,2008-03-20,2008,3,20
34,2,2008-03-20,2008,3,20
34,2,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
37,18,2008-03-20,2008,3,20
35,1,2008-03-21,2008,3,21
38,2,2008-03-21,2008,3,21
38,2,2008-03-21,2008,3,21
36,5,2008-03-21,2008,3,21
36,5,2008-03-21,2008,3,21
36,5,2008-03-21,2008,3,21
36,5,2008-03-21,2008,3,21
36,5,2008-03-21,2008,3,21
37,6,2008-03-21,2008,3,21
37,6,2008-03-21,2008,3,21
37,6,2008-03-21,2008,3,21
37,6,2008-03-21,2008,3,21
37,6,2008-03-21,2008,3,21
37,6,2008-03-21,2008,3,21
52,1,2008-03-22,2008,3,22
39,7,2008-03-22,2008,3,22
39,7,2008-03-22,2008,3,22
39,7,2008-03-22,2008,3,22
39,7,2008-03-22,2008,3,22
39,7,2008-03-22,2008,3,22
39,7,2008-03-22,2008,3,22
39,7,2008-03-22,2008,3,22
46,1,2008-03-22,2008,3,22
43,1,2008-03-22,2008,3,22
42,2,2008-03-22,2008,3,22
42,2,2008-03-22,2008,3,22
40,4,2008-03-22,2008,3,22
40,4,2008-03-22,2008,3,22
40,4,2008-03-22,2008,3,22
40,4,2008-03-22,2008,3,22
37,3,2008-03-22,2008,3,22
37,3,2008-03-22,2008,3,22
37,3,2008-03-22,2008,3,22
36,7,2008-03-22,2008,3,22
36,7,2008-03-22,2008,3,22
36,7,2008-03-22,2008,3,22
36,7,2008-03-22,2008,3,22
36,7,2008-03-22,2008,3,22
36,7,2008-03-22,2008,3,22
36,7,2008-03-22,2008,3,22
35,10,2008-03-22,2008,3,22
35,10,2008-03-22,2008,3,22
35,10,2008-03-22,2008,3,22
35,10,2008-03-22,2008,3,22
35,10,2008-03-22,2008,3,22
35,10,2008-03-22,2008,3,22
35,10,2008-03-22,2008,3,22
35,10,2008-03-22,2008,3,22
35,10,2008-03-22,2008,3,22
35,10,2008-03-22,2008,3,22
34,5,2008-03-22,2008,3,22
34,5,2008-03-22,2008,3,22
34,5,2008-03-22,2008,3,22
34,5,2008-03-22,2008,3,22
34,5,2008-03-22,2008,3,22
38,10,2008-03-22,2008,3,22
38,10,2008-03-22,2008,3,22
38,10,2008-03-22,2008,3,22
38,10,2008-03-22,2008,3,22
38,10,2008-03-22,2008,3,22
38,10,2008-03-22,2008,3,22
38,10,2008-03-22,2008,3,22
38,10,2008-03-22,2008,3,22
38,10,2008-03-22,2008,3,22
38,10,2008-03-22,2008,3,22
36,5,2008-03-23,2008,3,23
36,5,2008-03-23,2008,3,23
36,5,2008-03-23,2008,3,23
36,5,2008-03-23,2008,3,23
36,5,2008-03-23,2008,3,23
40,3,2008-03-23,2008,3,23
40,3,2008-03-23,2008,3,23
40,3,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
39,14,2008-03-23,2008,3,23
37,9,2008-03-23,2008,3,23
37,9,2008-03-23,2008,3,23
37,9,2008-03-23,2008,3,23
37,9,2008-03-23,2008,3,23
37,9,2008-03-23,2008,3,23
37,9,2008-03-23,2008,3,23
37,9,2008-03-23,2008,3,23
37,9,2008-03-23,2008,3,23
37,9,2008-03-23,2008,3,23
35,4,2008-03-23,2008,3,23
35,4,2008-03-23,2008,3,23
35,4,2008-03-23,2008,3,23
35,4,2008-03-23,2008,3,23
34,2,2008-03-23,2008,3,23
34,2,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
38,17,2008-03-23,2008,3,23
39,4,2008-03-24,2008,3,24
39,4,2008-03-24,2008,3,24
39,4,2008-03-24,2008,3,24
39,4,2008-03-24,2008,3,24
35,8,2008-03-24,2008,3,24
35,8,2008-03-24,2008,3,24
35,8,2008-03-24,2008,3,24
35,8,2008-03-24,2008,3,24
35,8,2008-03-24,2008,3,24
35,8,2008-03-24,2008,3,24
35,8,2008-03-24,2008,3,24
35,8,2008-03-24,2008,3,24
41,1,2008-03-24,2008,3,24
44,1,2008-03-24,2008,3,24
40,2,2008-03-24,2008,3,24
40,2,2008-03-24,2008,3,24
38,9,2008-03-24,2008,3,24
38,9,2008-03-24,2008,3,24
38,9,2008-03-24,2008,3,24
38,9,2008-03-24,2008,3,24
38,9,2008-03-24,2008,3,24
38,9,2008-03-24,2008,3,24
38,9,2008-03-24,2008,3,24
38,9,2008-03-24,2008,3,24
38,9,2008-03-24,2008,3,24
36,10,2008-03-24,2008,3,24
36,10,2008-03-24,2008,3,24
36,10,2008-03-24,2008,3,24
36,10,2008-03-24,2008,3,24
36,10,2008-03-24,2008,3,24
36,10,2008-03-24,2008,3,24
36,10,2008-03-24,2008,3,24
36,10,2008-03-24,2008,3,24
36,10,2008-03-24,2008,3,24
36,10,2008-03-24,2008,3,24
34,5,2008-03-24,2008,3,24
34,5,2008-03-24,2008,3,24
34,5,2008-03-24,2008,3,24
34,5,2008-03-24,2008,3,24
34,5,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
37,15,2008-03-24,2008,3,24
51,1,2008-03-25,2008,3,25
34,1,2008-03-25,2008,3,25
35,8,2008-03-25,2008,3,25
35,8,2008-03-25,2008,3,25
35,8,2008-03-25,2008,3,25
35,8,2008-03-25,2008,3,25
35,8,2008-03-25,2008,3,25
35,8,2008-03-25,2008,3,25
35,8,2008-03-25,2008,3,25
35,8,2008-03-25,2008,3,25
36,13,2008-03-25,2008,3,25
36,13,2008-03-25,2008,3,25
36,13,2008-03-25,2008,3,25
36,13,2008-03-25,2008,3,25
36,13,2008-03-25,2008,3,25
36,13,2008-03-25,2008,3,25
36,13,2008-03-25,2008,3,25
36,13,2008-03-25,2008,3,25
36,13,2008-03-25,2008,3,25
36,13,2008-03-25,2008,3,25
36,13,2008-03-25,2008,3,25
36,13,2008-03-25,2008,3,25
36,13,2008-03-25,2008,3,25
37,7,2008-03-25,2008,3,25
37,7,2008-03-25,2008,3,25
37,7,2008-03-25,2008,3,25
37,7,2008-03-25,2008,3,25
37,7,2008-03-25,2008,3,25
37,7,2008-03-25,2008,3,25
37,7,2008-03-25,2008,3,25
38,13,2008-03-25,2008,3,25
38,13,2008-03-25,2008,3,25
38,13,2008-03-25,2008,3,25
38,13,2008-03-25,2008,3,25
38,13,2008-03-25,2008,3,25
38,13,2008-03-25,2008,3,25
38,13,2008-03-25,2008,3,25
38,13,2008-03-25,2008,3,25
38,13,2008-03-25,2008,3,25
38,13,2008-03-25,2008,3,25
38,13,2008-03-25,2008,3,25
38,13,2008-03-25,2008,3,25
38,13,2008-03-25,2008,3,25
39,8,2008-03-25,2008,3,25
39,8,2008-03-25,2008,3,25
39,8,2008-03-25,2008,3,25
39,8,2008-03-25,2008,3,25
39,8,2008-03-25,2008,3,25
39,8,2008-03-25,2008,3,25
39,8,2008-03-25,2008,3,25
39,8,2008-03-25,2008,3,25
49,1,2008-03-25,2008,3,25
90,1,2008-03-25,2008,3,25
40,4,2008-03-25,2008,3,25
40,4,2008-03-25,2008,3,25
40,4,2008-03-25,2008,3,25
40,4,2008-03-25,2008,3,25
33,2,2008-03-26,2008,3,26
33,2,2008-03-26,2008,3,26
34,4,2008-03-26,2008,3,26
34,4,2008-03-26,2008,3,26
34,4,2008-03-26,2008,3,26
34,4,2008-03-26,2008,3,26
35,1,2008-03-26,2008,3,26
36,4,2008-03-26,2008,3,26
36,4,2008-03-26,2008,3,26
36,4,2008-03-26,2008,3,26
36,4,2008-03-26,2008,3,26
37,7,2008-03-26,2008,3,26
37,7,2008-03-26,2008,3,26
37,7,2008-03-26,2008,3,26
37,7,2008-03-26,2008,3,26
37,7,2008-03-26,2008,3,26
37,7,2008-03-26,2008,3,26
37,7,2008-03-26,2008,3,26
38,13,2008-03-26,2008,3,26
38,13,2008-03-26,2008,3,26
38,13,2008-03-26,2008,3,26
38,13,2008-03-26,2008,3,26
38,13,2008-03-26,2008,3,26
38,13,2008-03-26,2008,3,26
38,13,2008-03-26,2008,3,26
38,13,2008-03-26,2008,3,26
38,13,2008-03-26,2008,3,26
38,13,2008-03-26,2008,3,26
38,13,2008-03-26,2008,3,26
38,13,2008-03-26,2008,3,26
38,13,2008-03-26,2008,3,26
39,5,2008-03-26,2008,3,26
39,5,2008-03-26,2008,3,26
39,5,2008-03-26,2008,3,26
39,5,2008-03-26,2008,3,26
39,5,2008-03-26,2008,3,26
42,1,2008-03-26,2008,3,26
32,1,2008-03-27,2008,3,27
38,3,2008-03-27,2008,3,27
38,3,2008-03-27,2008,3,27
38,3,2008-03-27,2008,3,27
37,6,2008-03-27,2008,3,27
37,6,2008-03-27,2008,3,27
37,6,2008-03-27,2008,3,27
37,6,2008-03-27,2008,3,27
37,6,2008-03-27,2008,3,27
37,6,2008-03-27,2008,3,27
36,4,2008-03-27,2008,3,27
36,4,2008-03-27,2008,3,27
36,4,2008-03-27,2008,3,27
36,4,2008-03-27,2008,3,27
35,3,2008-03-27,2008,3,27
35,3,2008-03-27,2008,3,27
35,3,2008-03-27,2008,3,27
33,1,2008-03-27,2008,3,27
39,1,2008-03-27,2008,3,27
34,2,2008-03-27,2008,3,27
34,2,2008-03-27,2008,3,27
37,12,2008-03-28,2008,3,28
37,12,2008-03-28,2008,3,28
37,12,2008-03-28,2008,3,28
37,12,2008-03-28,2008,3,28
37,12,2008-03-28,2008,3,28
37,12,2008-03-28,2008,3,28
37,12,2008-03-28,2008,3,28
37,12,2008-03-28,2008,3,28
37,12,2008-03-28,2008,3,28
37,12,2008-03-28,2008,3,28
37,12,2008-03-28,2008,3,28
37,12,2008-03-28,2008,3,28
50,1,2008-03-28,2008,3,28
47,3,2008-03-28,2008,3,28
47,3,2008-03-28,2008,3,28
47,3,2008-03-28,2008,3,28
45,1,2008-03-28,2008,3,28
39,4,2008-03-28,2008,3,28
39,4,2008-03-28,2008,3,28
39,4,2008-03-28,2008,3,28
39,4,2008-03-28,2008,3,28
38,8,2008-03-28,2008,3,28
38,8,2008-03-28,2008,3,28
38,8,2008-03-28,2008,3,28
38,8,2008-03-28,2008,3,28
38,8,2008-03-28,2008,3,28
38,8,2008-03-28,2008,3,28
38,8,2008-03-28,2008,3,28
38,8,2008-03-28,2008,3,28
36,8,2008-03-28,2008,3,28
36,8,2008-03-28,2008,3,28
36,8,2008-03-28,2008,3,28
36,8,2008-03-28,2008,3,28
36,8,2008-03-28,2008,3,28
36,8,2008-03-28,2008,3,28
36,8,2008-03-28,2008,3,28
36,8,2008-03-28,2008,3,28
35,8,2008-03-28,2008,3,28
35,8,2008-03-28,2008,3,28
35,8,2008-03-28,2008,3,28
35,8,2008-03-28,2008,3,28
35,8,2008-03-28,2008,3,28
35,8,2008-03-28,2008,3,28
35,8,2008-03-28,2008,3,28
35,8,2008-03-28,2008,3,28
34,3,2008-03-28,2008,3,28
34,3,2008-03-28,2008,3,28
34,3,2008-03-28,2008,3,28
33,1,2008-03-28,2008,3,28
35,4,2008-03-30,2008,3,30
35,4,2008-03-30,2008,3,30
35,4,2008-03-30,2008,3,30
35,4,2008-03-30,2008,3,30
36,6,2008-03-30,2008,3,30
36,6,2008-03-30,2008,3,30
36,6,2008-03-30,2008,3,30
36,6,2008-03-30,2008,3,30
36,6,2008-03-30,2008,3,30
36,6,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
37,17,2008-03-30,2008,3,30
38,8,2008-03-30,2008,3,30
38,8,2008-03-30,2008,3,30
38,8,2008-03-30,2008,3,30
38,8,2008-03-30,2008,3,30
38,8,2008-03-30,2008,3,30
38,8,2008-03-30,2008,3,30
38,8,2008-03-30,2008,3,30
38,8,2008-03-30,2008,3,30
39,7,2008-03-30,2008,3,30
39,7,2008-03-30,2008,3,30
39,7,2008-03-30,2008,3,30
39,7,2008-03-30,2008,3,30
39,7,2008-03-30,2008,3,30
39,7,2008-03-30,2008,3,30
39,7,2008-03-30,2008,3,30
40,4,2008-03-30,2008,3,30
40,4,2008-03-30,2008,3,30
40,4,2008-03-30,2008,3,30
40,4,2008-03-30,2008,3,30
43,2,2008-03-30,2008,3,30
43,2,2008-03-30,2008,3,30
49,1,2008-03-30,2008,3,30
35,1,2008-03-30,2008,3,30
37,10,2008-03-31,2008,3,31
37,10,2008-03-31,2008,3,31
37,10,2008-03-31,2008,3,31
37,10,2008-03-31,2008,3,31
37,10,2008-03-31,2008,3,31
37,10,2008-03-31,2008,3,31
37,10,2008-03-31,2008,3,31
37,10,2008-03-31,2008,3,31
37,10,2008-03-31,2008,3,31
37,10,2008-03-31,2008,3,31
34,4,2008-03-31,2008,3,31
34,4,2008-03-31,2008,3,31
34,4,2008-03-31,2008,3,31
34,4,2008-03-31,2008,3,31
36,9,2008-03-31,2008,3,31
36,9,2008-03-31,2008,3,31
36,9,2008-03-31,2008,3,31
36,9,2008-03-31,2008,3,31
36,9,2008-03-31,2008,3,31
36,9,2008-03-31,2008,3,31
36,9,2008-03-31,2008,3,31
36,9,2008-03-31,2008,3,31
36,9,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
38,14,2008-03-31,2008,3,31
39,5,2008-03-31,2008,3,31
39,5,2008-03-31,2008,3,31
39,5,2008-03-31,2008,3,31
39,5,2008-03-31,2008,3,31
39,5,2008-03-31,2008,3,31
40,2,2008-03-31,2008,3,31
40,2,2008-03-31,2008,3,31
35,6,2008-03-31,2008,3,31
35,6,2008-03-31,2008,3,31
35,6,2008-03-31,2008,3,31
35,6,2008-03-31,2008,3,31
35,6,2008-03-31,2008,3,31
35,6,2008-03-31,2008,3,31
38,13,2008-04-01,2008,4,1
38,13,2008-04-01,2008,4,1
38,13,2008-04-01,2008,4,1
38,13,2008-04-01,2008,4,1
38,13,2008-04-01,2008,4,1
38,13,2008-04-01,2008,4,1
38,13,2008-04-01,2008,4,1
38,13,2008-04-01,2008,4,1
38,13,2008-04-01,2008,4,1
38,13,2008-04-01,2008,4,1
38,13,2008-04-01,2008,4,1
38,13,2008-04-01,2008,4,1
38,13,2008-04-01,2008,4,1
34,6,2008-04-01,2008,4,1
34,6,2008-04-01,2008,4,1
34,6,2008-04-01,2008,4,1
34,6,2008-04-01,2008,4,1
34,6,2008-04-01,2008,4,1
34,6,2008-04-01,2008,4,1
35,6,2008-04-01,2008,4,1
35,6,2008-04-01,2008,4,1
35,6,2008-04-01,2008,4,1
35,6,2008-04-01,2008,4,1
35,6,2008-04-01,2008,4,1
35,6,2008-04-01,2008,4,1
37,13,2008-04-01,2008,4,1
37,13,2008-04-01,2008,4,1
37,13,2008-04-01,2008,4,1
37,13,2008-04-01,2008,4,1
37,13,2008-04-01,2008,4,1
37,13,2008-04-01,2008,4,1
37,13,2008-04-01,2008,4,1
37,13,2008-04-01,2008,4,1
37,13,2008-04-01,2008,4,1
37,13,2008-04-01,2008,4,1
37,13,2008-04-01,2008,4,1
37,13,2008-04-01,2008,4,1
37,13,2008-04-01,2008,4,1
39,6,2008-04-01,2008,4,1
39,6,2008-04-01,2008,4,1
39,6,2008-04-01,2008,4,1
39,6,2008-04-01,2008,4,1
39,6,2008-04-01,2008,4,1
39,6,2008-04-01,2008,4,1
36,8,2008-04-01,2008,4,1
36,8,2008-04-01,2008,4,1
36,8,2008-04-01,2008,4,1
36,8,2008-04-01,2008,4,1
36,8,2008-04-01,2008,4,1
36,8,2008-04-01,2008,4,1
36,8,2008-04-01,2008,4,1
36,8,2008-04-01,2008,4,1
35,14,2008-04-02,2008,4,2
35,14,2008-04-02,2008,4,2
35,14,2008-04-02,2008,4,2
35,14,2008-04-02,2008,4,2
35,14,2008-04-02,2008,4,2
35,14,2008-04-02,2008,4,2
35,14,2008-04-02,2008,4,2
35,14,2008-04-02,2008,4,2
35,14,2008-04-02,2008,4,2
35,14,2008-04-02,2008,4,2
35,14,2008-04-02,2008,4,2
35,14,2008-04-02,2008,4,2
35,14,2008-04-02,2008,4,2
35,14,2008-04-02,2008,4,2
34,4,2008-04-02,2008,4,2
34,4,2008-04-02,2008,4,2
34,4,2008-04-02,2008,4,2
34,4,2008-04-02,2008,4,2
33,2,2008-04-02,2008,4,2
33,2,2008-04-02,2008,4,2
37,6,2008-04-02,2008,4,2
37,6,2008-04-02,2008,4,2
37,6,2008-04-02,2008,4,2
37,6,2008-04-02,2008,4,2
37,6,2008-04-02,2008,4,2
37,6,2008-04-02,2008,4,2
38,11,2008-04-02,2008,4,2
38,11,2008-04-02,2008,4,2
38,11,2008-04-02,2008,4,2
38,11,2008-04-02,2008,4,2
38,11,2008-04-02,2008,4,2
38,11,2008-04-02,2008,4,2
38,11,2008-04-02,2008,4,2
38,11,2008-04-02,2008,4,2
38,11,2008-04-02,2008,4,2
38,11,2008-04-02,2008,4,2
38,11,2008-04-02,2008,4,2
39,4,2008-04-02,2008,4,2
39,4,2008-04-02,2008,4,2
39,4,2008-04-02,2008,4,2
39,4,2008-04-02,2008,4,2
40,1,2008-04-02,2008,4,2
41,1,2008-04-02,2008,4,2
36,11,2008-04-02,2008,4,2
36,11,2008-04-02,2008,4,2
36,11,2008-04-02,2008,4,2
36,11,2008-04-02,2008,4,2
36,11,2008-04-02,2008,4,2
36,11,2008-04-02,2008,4,2
36,11,2008-04-02,2008,4,2
36,11,2008-04-02,2008,4,2
36,11,2008-04-02,2008,4,2
36,11,2008-04-02,2008,4,2
36,11,2008-04-02,2008,4,2
35,5,2008-04-03,2008,4,3
35,5,2008-04-03,2008,4,3
35,5,2008-04-03,2008,4,3
35,5,2008-04-03,2008,4,3
35,5,2008-04-03,2008,4,3
36,9,2008-04-03,2008,4,3
36,9,2008-04-03,2008,4,3
36,9,2008-04-03,2008,4,3
36,9,2008-04-03,2008,4,3
36,9,2008-04-03,2008,4,3
36,9,2008-04-03,2008,4,3
36,9,2008-04-03,2008,4,3
36,9,2008-04-03,2008,4,3
36,9,2008-04-03,2008,4,3
40,1,2008-04-03,2008,4,3
39,9,2008-04-03,2008,4,3
39,9,2008-04-03,2008,4,3
39,9,2008-04-03,2008,4,3
39,9,2008-04-03,2008,4,3
39,9,2008-04-03,2008,4,3
39,9,2008-04-03,2008,4,3
39,9,2008-04-03,2008,4,3
39,9,2008-04-03,2008,4,3
39,9,2008-04-03,2008,4,3
37,11,2008-04-03,2008,4,3
37,11,2008-04-03,2008,4,3
37,11,2008-04-03,2008,4,3
37,11,2008-04-03,2008,4,3
37,11,2008-04-03,2008,4,3
37,11,2008-04-03,2008,4,3
37,11,2008-04-03,2008,4,3
37,11,2008-04-03,2008,4,3
37,11,2008-04-03,2008,4,3
37,11,2008-04-03,2008,4,3
37,11,2008-04-03,2008,4,3
34,6,2008-04-03,2008,4,3
34,6,2008-04-03,2008,4,3
34,6,2008-04-03,2008,4,3
34,6,2008-04-03,2008,4,3
34,6,2008-04-03,2008,4,3
34,6,2008-04-03,2008,4,3
38,11,2008-04-03,2008,4,3
38,11,2008-04-03,2008,4,3
38,11,2008-04-03,2008,4,3
38,11,2008-04-03,2008,4,3
38,11,2008-04-03,2008,4,3
38,11,2008-04-03,2008,4,3
38,11,2008-04-03,2008,4,3
38,11,2008-04-03,2008,4,3
38,11,2008-04-03,2008,4,3
38,11,2008-04-03,2008,4,3
38,11,2008-04-03,2008,4,3
34,3,2008-04-04,2008,4,4
34,3,2008-04-04,2008,4,4
34,3,2008-04-04,2008,4,4
35,6,2008-04-04,2008,4,4
35,6,2008-04-04,2008,4,4
35,6,2008-04-04,2008,4,4
35,6,2008-04-04,2008,4,4
35,6,2008-04-04,2008,4,4
35,6,2008-04-04,2008,4,4
37,7,2008-04-04,2008,4,4
37,7,2008-04-04,2008,4,4
37,7,2008-04-04,2008,4,4
37,7,2008-04-04,2008,4,4
37,7,2008-04-04,2008,4,4
37,7,2008-04-04,2008,4,4
37,7,2008-04-04,2008,4,4
40,2,2008-04-04,2008,4,4
40,2,2008-04-04,2008,4,4
36,6,2008-04-04,2008,4,4
36,6,2008-04-04,2008,4,4
36,6,2008-04-04,2008,4,4
36,6,2008-04-04,2008,4,4
36,6,2008-04-04,2008,4,4
36,6,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
38,20,2008-04-04,2008,4,4
39,13,2008-04-04,2008,4,4
39,13,2008-04-04,2008,4,4
39,13,2008-04-04,2008,4,4
39,13,2008-04-04,2008,4,4
39,13,2008-04-04,2008,4,4
39,13,2008-04-04,2008,4,4
39,13,2008-04-04,2008,4,4
39,13,2008-04-04,2008,4,4
39,13,2008-04-04,2008,4,4
39,13,2008-04-04,2008,4,4
39,13,2008-04-04,2008,4,4
39,13,2008-04-04,2008,4,4
39,13,2008-04-04,2008,4,4
33,1,2008-04-05,2008,4,5
34,4,2008-04-05,2008,4,5
34,4,2008-04-05,2008,4,5
34,4,2008-04-05,2008,4,5
34,4,2008-04-05,2008,4,5
35,11,2008-04-05,2008,4,5
35,11,2008-04-05,2008,4,5
35,11,2008-04-05,2008,4,5
35,11,2008-04-05,2008,4,5
35,11,2008-04-05,2008,4,5
35,11,2008-04-05,2008,4,5
35,11,2008-04-05,2008,4,5
35,11,2008-04-05,2008,4,5
35,11,2008-04-05,2008,4,5
35,11,2008-04-05,2008,4,5
35,11,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
36,14,2008-04-05,2008,4,5
37,7,2008-04-05,2008,4,5
37,7,2008-04-05,2008,4,5
37,7,2008-04-05,2008,4,5
37,7,2008-04-05,2008,4,5
37,7,2008-04-05,2008,4,5
37,7,2008-04-05,2008,4,5
37,7,2008-04-05,2008,4,5
38,8,2008-04-05,2008,4,5
38,8,2008-04-05,2008,4,5
38,8,2008-04-05,2008,4,5
38,8,2008-04-05,2008,4,5
38,8,2008-04-05,2008,4,5
38,8,2008-04-05,2008,4,5
38,8,2008-04-05,2008,4,5
38,8,2008-04-05,2008,4,5
39,3,2008-04-05,2008,4,5
39,3,2008-04-05,2008,4,5
39,3,2008-04-05,2008,4,5
40,2,2008-04-05,2008,4,5
40,2,2008-04-05,2008,4,5
39,1,2008-04-06,2008,4,6
36,2,2008-04-06,2008,4,6
36,2,2008-04-06,2008,4,6
37,1,2008-04-06,2008,4,6
35,1,2008-04-07,2008,4,7
36,3,2008-04-07,2008,4,7
36,3,2008-04-07,2008,4,7
36,3,2008-04-07,2008,4,7
37,1,2008-04-07,2008,4,7
38,1,2008-04-07,2008,4,7
49,1,2008-04-09,2008,4,9
47,1,2008-04-09,2008,4,9
